"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"41",41,"1_story_1946_","RL",84,8658,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",101,"TA","TA","CBlock","TA","TA","No","Unf",643,"Unf",0,445,1088,"GasA","Ex","Y","SBrkr",1324,0,0,1324,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1965,"RFn",2,440,"TA","TA","Y",0,138,0,0,0,0,"NA","GdWo","NA",0,"12","2006","WD","Abnorml",160000,2412,2,138,"FALSE","FALSE",TRUE,"Barato"
"42",42,"1_story_1946_","RL",115,16905,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","Gd","Unf",967,"Unf",0,383,1350,"GasA","Gd","Y","SBrkr",1328,0,0,1328,0,1,1,1,2,1,"TA",5,"Typ",2,"Gd","Attchd",1959,"RFn",1,308,"TA","TA","P",0,104,0,0,0,0,"NA","NA","NA",0,"7","2007","WD","Normal",170000,2678,2,104,"FALSE","FALSE",TRUE,"Barato"
"43",43,"split_foyer","RL",NA,9180,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,"1980_1990","1980_1990","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",747,"LwQ",93,0,840,"GasA","Gd","Y","SBrkr",884,0,0,884,1,0,1,0,2,1,"Gd",5,"Typ",0,"NA","Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,0,0,0,"NA","MnPrv","NA",0,"12","2007","WD","Normal",144000,1724,2,240,"FALSE","FALSE",TRUE,"Barato"
"44",44,"1_story_1946_","RL",NA,9200,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"1970_1980","1970_1980","Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",280,"BLQ",491,167,938,"GasA","TA","Y","SBrkr",938,0,0,938,1,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1977,"Unf",1,308,"TA","TA","Y",145,0,0,0,0,0,"NA","MnPrv","NA",0,"7","2008","WD","Normal",130250,1876,2,145,"FALSE","FALSE",TRUE,"Barato"
"45",45,"1_story_1946_","RL",70,7945,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",179,"BLQ",506,465,1150,"GasA","Ex","Y","FuseA",1150,0,0,1150,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1959,"RFn",1,300,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",141000,2300,2,0,"FALSE","FALSE",TRUE,"Barato"
"46",46,"1_story_PUD_1946_","RL",61,7658,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"1990_","1990_","Hip","CompShg","MetalSd","MetalSd","BrkFace",412,"Ex","TA","PConc","Ex","TA","No","Unf",456,"Unf",0,1296,1752,"GasA","Ex","Y","SBrkr",1752,0,0,1752,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,576,"TA","TA","Y",196,82,0,0,0,0,"NA","NA","NA",0,"2","2010","WD","Normal",319900,3504,3,278,"FALSE","FALSE",TRUE,"Normal"
"47",47,"1_5 story_fin","RL",48,12822,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",1351,"Unf",0,83,1434,"GasA","Ex","Y","SBrkr",1518,631,0,2149,1,0,1,1,1,1,"Gd",6,"Typ",1,"Ex","Attchd",2003,"RFn",2,670,"TA","TA","Y",168,43,0,0,198,0,"NA","NA","NA",0,"8","2009","WD","Abnorml",239686,3583,2.5,409,"FALSE","FALSE",TRUE,"Barato"
"48",48,"1_story_1946_","FV",84,11096,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",24,"Unf",0,1632,1656,"GasA","Ex","Y","SBrkr",1656,0,0,1656,0,0,2,0,3,1,"Gd",7,"Typ",0,"NA","Attchd",2006,"RFn",3,826,"TA","TA","Y",0,146,0,0,0,0,"NA","NA","NA",0,"7","2007","WD","Normal",249700,3312,2,146,"FALSE","FALSE",TRUE,"Barato"
"49",49,"2_family_conversion","RM",33,4456,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,5,"1910_1920","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,736,736,"GasA","Gd","Y","SBrkr",736,716,0,1452,0,0,2,0,2,3,"TA",8,"Typ",0,"NA","NA",1950,"NA",0,0,"NA","NA","N",0,0,102,0,0,0,"NA","NA","NA",0,"6","2009","New","Partial",113000,2188,2,102,"FALSE","FALSE",TRUE,"Barato"
"50",50,"1_story_1946_","RL",66,7742,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",763,"Unf",0,192,955,"GasA","Ex","Y","SBrkr",955,0,0,955,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"1","2007","WD","Normal",127000,1910,2,0,"FALSE","FALSE",TRUE,"Barato"
"51",51,"2_story_1946_","RL",NA,13869,"Pave","NA","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",182,"Unf",0,612,794,"GasA","Gd","Y","SBrkr",794,676,0,1470,0,1,2,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1997,"Fin",2,388,"TA","TA","Y",0,75,0,0,0,0,"NA","NA","NA",0,"7","2007","WD","Normal",177000,2264,2.5,75,"FALSE","FALSE",TRUE,"Barato"
"52",52,"1_5 story_fin","RM",52,6240,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,"1930_1940","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,360,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,0,0,0,"NA","MnPrv","Shed",400,"9","2006","WD","Normal",114500,1632,1,112,"FALSE","FALSE",TRUE,"Barato"
"53",53,"duplex_all_style_age","RM",110,8472,"Grvl","NA","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","GLQ",104,"GLQ",712,0,816,"GasA","TA","N","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,"NA","CarPort",1963,"Unf",2,516,"TA","TA","Y",106,0,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",110000,1632,2,106,"FALSE","FALSE",TRUE,"Barato"
"54",54,"1_story_1946_","RL",68,50271,"Pave","NA","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,"1980_1990","1980_1990","Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","Unf",1810,"Unf",0,32,1842,"GasA","Gd","Y","SBrkr",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"Typ",1,"Gd","Attchd",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,"NA","NA","NA",0,"11","2006","WD","Normal",385000,3684,2.5,929,"FALSE","FALSE",TRUE,"Normal"
"55",55,"split_multi_level","RL",60,7134,"Pave","NA","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,"1950_1960","1950_1960","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",384,"Unf",0,0,384,"GasA","TA","Y","SBrkr",1360,0,0,1360,0,0,1,0,3,1,"TA",6,"Min1",1,"TA","Detchd",1962,"Unf",2,572,"TA","TA","Y",0,50,0,0,0,0,"NA","MnPrv","NA",0,"2","2007","WD","Normal",130000,1744,1,50,"FALSE","FALSE",TRUE,"Barato"
"56",56,"1_story_1946_","RL",100,10175,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1970","1960_1970","Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","Unf",490,"Unf",0,935,1425,"GasA","Gd","Y","SBrkr",1425,0,0,1425,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1964,"RFn",2,576,"TA","TA","Y",0,0,0,407,0,0,"NA","NA","NA",0,"7","2008","WD","Normal",180500,2850,2,407,"FALSE","FALSE",TRUE,"Barato"
"57",57,"2_story_PUD_1946","FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,"1990_","1990_","Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",649,"Unf",0,321,970,"GasA","Ex","Y","SBrkr",983,756,0,1739,1,0,2,1,3,1,"Gd",7,"Typ",0,"NA","Attchd",1999,"Fin",2,480,"TA","TA","Y",115,0,0,0,0,0,"NA","NA","NA",0,"8","2009","WD","Abnorml",172500,2709,3.5,115,"FALSE","FALSE",TRUE,"Barato"
"58",58,"2_story_1946_","RL",89,11645,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,860,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",0,"NA","Attchd",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,"NA","NA","NA",0,"8","2006","WD","Normal",196500,2580,2.5,70,"FALSE","FALSE",TRUE,"Barato"
"59",59,"2_story_1946_","RL",66,13682,"Pave","NA","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1410,1410,"GasA","Ex","Y","SBrkr",1426,1519,0,2945,0,0,3,1,3,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,641,"TA","TA","Y",192,0,37,0,0,0,"NA","NA","NA",0,"10","2006","New","Partial",438780,4355,3.5,229,"FALSE","FALSE",TRUE,"Normal"
"60",60,"1_story_1946_","RL",60,7200,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,"1970_1980","1970_1980","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",632,"Unf",0,148,780,"GasA","Ex","Y","SBrkr",780,0,0,780,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,"NA","MnPrv","NA",0,"1","2008","WD","Normal",124900,1560,1,196,"FALSE","FALSE",TRUE,"Barato"
"61",61,"1_story_1946_","RL",63,13072,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,"NA","Detchd",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,"NA","NA","NA",0,"5","2006","New","Partial",158000,2316,2.5,50,"FALSE","FALSE",TRUE,"Barato"
"62",62,"2_5_story_all_ages","RM",60,7200,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,"1910_1920","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,530,530,"GasA","TA","N","SBrkr",581,530,0,1111,0,0,1,0,3,1,"Fa",6,"Typ",0,"NA","Detchd",1935,"Unf",1,288,"TA","TA","N",0,0,144,0,0,0,"NA","NA","NA",0,"3","2007","WD","Normal",101000,1641,1,144,"FALSE","FALSE",TRUE,"Barato"
"63",63,"1_story_PUD_1946_","RL",44,6442,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","Unf",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"NA","NA","NA",0,"10","2007","WD","Normal",202500,2740,2,169,"FALSE","FALSE",TRUE,"Barato"
"64",64,"2_story_1945_","RM",50,10300,"Pave","NA","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,"1920_1930","1940_1950","Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"TA",9,"Typ",0,"NA","Detchd",1990,"Unf",2,480,"TA","TA","Y",12,11,64,0,0,0,"NA","GdPrv","NA",0,"4","2010","WD","Normal",140000,2286,2,87,"FALSE","FALSE",TRUE,"Barato"
"65",65,"2_story_1946_","RL",NA,9375,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","Unf",739,"Unf",0,318,1057,"GasA","Ex","Y","SBrkr",1057,977,0,2034,1,0,2,1,3,1,"Gd",8,"Typ",0,"NA","Attchd",1998,"RFn",2,645,"TA","TA","Y",576,36,0,0,0,0,"NA","GdPrv","NA",0,"2","2009","WD","Normal",219500,3091,3.5,612,"FALSE","FALSE",TRUE,"Barato"
"66",66,"2_story_1946_","RL",76,9591,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"RFn",3,852,"TA","TA","Y",192,151,0,0,0,0,"NA","NA","NA",0,"10","2007","WD","Normal",317000,3616,2.5,343,"FALSE","FALSE",TRUE,"Normal"
"67",67,"1_story_1946_","RL",NA,19900,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,"1960_1970","1980_1990","Gable","CompShg","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","Unf",912,"Unf",0,1035,1947,"GasA","TA","Y","SBrkr",2207,0,0,2207,1,0,2,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1970,"RFn",2,576,"TA","TA","Y",301,0,0,0,0,0,"NA","NA","NA",0,"7","2010","WD","Normal",180000,4154,3,301,"FALSE","FALSE",TRUE,"Barato"
"68",68,"1_story_1946_","RL",72,10665,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","Unf",1013,"Unf",0,440,1453,"GasA","Ex","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,"NA","Attchd",2003,"RFn",2,558,"TA","TA","Y",144,29,0,0,0,0,"NA","NA","NA",0,"6","2007","WD","Normal",226000,2932,3,173,"FALSE","FALSE",TRUE,"Barato"
"69",69,"1_story_1945_","RM",47,4608,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,"1940_1950","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",80000,1494,1,0,"FALSE","FALSE",TRUE,"Barato"
"70",70,"1_5 story_fin","RL",81,15593,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,"1950_1960","1950_1960","Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",603,"Unf",0,701,1304,"GasW","TA","Y","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1953,"Fin",2,667,"TA","TA","Y",0,21,114,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",225000,3591,2,135,"FALSE","FALSE",TRUE,"Barato"
"71",71,"1_story_1946_","RL",95,13651,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,"1970_1980","1970_1980","Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","Unf",1880,"Unf",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1973,"Fin",2,516,"TA","TA","Y",300,0,0,0,0,0,"NA","NA","NA",0,"2","2007","WD","Normal",244000,4446,3,300,"FALSE","FALSE",TRUE,"Barato"
"72",72,"1_story_1946_","RL",69,7599,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,"1980_1990","1990_","Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",565,"Unf",0,280,845,"GasA","TA","Y","SBrkr",845,0,0,845,1,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1987,"Unf",2,360,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2007","WD","Normal",129500,1690,2,0,"FALSE","FALSE",TRUE,"Barato"
"73",73,"2_story_1946_","RL",74,10141,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"Fin",2,427,"TA","TA","Y",0,94,0,0,291,0,"NA","NA","NA",0,"12","2009","WD","Normal",185000,2550,2.5,385,"FALSE","FALSE",TRUE,"Barato"
"74",74,"1_story_1946_","RL",85,10200,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","BLQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"5","2010","WD","Normal",144900,2172,2,0,"FALSE","FALSE",TRUE,"Barato"
"75",75,"1_5 story_fin","RM",60,5790,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,"1910_1920","1940_1950","Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"NA","Detchd",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",107400,2445,2,202,"FALSE","FALSE",TRUE,"Barato"
"76",76,"PUD_multilevel","RM",21,1596,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,"1970_1980","1970_1980","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","Unf",462,"Unf",0,0,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"NA","BuiltIn",1973,"Unf",1,297,"TA","TA","Y",120,101,0,0,0,0,"NA","GdWo","NA",0,"11","2009","WD","Normal",91000,1450,2,221,"FALSE","FALSE",TRUE,"Barato"
"77",77,"1_story_1946_","RL",NA,8475,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,"1950_1960","1950_1960","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",228,"Unf",0,724,952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1956,"Unf",1,283,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"4","2008","WD","Normal",135750,1904,1,0,"FALSE","FALSE",TRUE,"Barato"
"78",78,"1_5 story_fin","RM",50,8635,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,"1940_1950","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",336,"GLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"NA","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"1","2008","WD","Normal",127000,1957,2,0,"FALSE","FALSE",TRUE,"Barato"
"79",79,"duplex_all_style_age","RL",72,10778,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,"1960_1970","1960_1970","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,"NA","NA",1968,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",136500,3536,2,0,"FALSE","FALSE",TRUE,"Barato"
"80",80,"1_5 story_fin","RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,"_1910","1980_1990","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,440,440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,"Typ",0,"NA","Detchd",1966,"Unf",2,440,"TA","TA","Y",74,0,128,0,0,0,"NA","MnPrv","NA",0,"5","2009","WD","Normal",110000,1670,1.5,202,"FALSE","FALSE",TRUE,"Barato"
"81",81,"2_story_1946_","RL",100,13000,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,"1960_1970","1960_1970","Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Unf",448,"Unf",0,448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,"TA","TA","Y",0,72,0,0,252,0,"NA","NA","NA",0,"6","2009","WD","Normal",193500,3038,2.5,324,"FALSE","FALSE",TRUE,"Barato"
"82",82,"1_story_PUD_1946_","RM",32,4500,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","Unf",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,"NA","Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,"NA","NA","NA",0,"3","2006","WD","Normal",153500,2574,3,199,"FALSE","FALSE",TRUE,"Barato"
