"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasBasement","hasFirePlaces","has2ndFloor","GrupoPrecio"
"26","2_story_1946_","RL",0.25659002365228,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","BrkFace",1.10125651101243,"TA","TA","CBlock","Gd","TA","Mn","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.55254135981402,-0.747766217401641,"GasA","TA","Y","SBrkr",0.360203851926362,0.905909682642641,-0.123746348511058,1.08973805933842,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.262994066662584,"Min1",0.575826068296276,"TA","Attchd",0.0384611126552909,"Unf",0.179818961080594,-0.0840516819276628,"TA","TA","Y",-0.540901118871031,0.36750152683709,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2008","WD","Normal",0.0666279764007038,0.406446762841764,0.26793551971201,-0.559728847780217,"False","True","True","True","Normal"
"27","2_story_1946_","RL",0.630311032884564,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",0.883004393535048,"Gd","TA","PConc","Gd","Gd","Gd","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.773237708116991,0.12090815497328,"GasA","Ex","Y","SBrkr",-0.036300892086028,2.28758066025066,-0.123746348511058,1.73807827291436,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,1.44473444557639,-0.17542048164079,"Gd",1.61336744741085,"Typ",0.575826068296276,"Gd","BuiltIn",1.02587621640176,"Fin",1.6801834175968,0.720068987493169,"TA","TA","Y",0.262782711960035,-0.160709185738449,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"2","2007","WD","Normal",1.57205503434296,1.27922754224823,0.26793551971201,-0.0644092005024161,"False","True","True","True","Caro"
"28","1_5 story_fin","RM",-0.76777413816408,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,"1930_1960","1930_1960","Gable","CompShg","AsbShng","AsbShng","None",-0.644760428806657,"TA","TA","PConc","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.547965796879398,-0.762406796711331,"GasA","Gd","Y","SBrkr",-1.03031625728376,-0.0816764456819906,-0.123746348511058,-0.909719876572102,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-1.76256600445982,"Typ",-0.946407201358236,"NA","Detchd",-0.00103549149456777,"Unf",-1.32054549543561,-1.26658207813477,"TA","TA","P",-0.734893767692323,-0.766597944280978,1.95803184590238,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"6","2007","WD","Normal",-1.85789976989165,-1.00239775698826,-1.47691286475401,-0.324149991148092,"False","True","False","True","Barato"
"29","2_story_1946_","RL",-0.200217833353175,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"Gd","TA","PConc","Gd","TA","No","Unf",0.644240029670892,"Unf",-0.331643014397708,-0.167163193481112,-0.845370079466239,"GasA","Ex","Y","SBrkr",-1.23407563962346,0.613907053354348,-0.123746348511058,-0.315024075835249,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.946883008102041,"Fin",0.179818961080594,-0.588597984309361,"TA","TA","Y",-0.042062879044852,0.103396170549321,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2009","WD","Normal",0.00914234999796817,-0.671934427622781,1.43116777602269,-0.227502255093887,"False","True","True","True","Normal"
"30","1_story_PUD_1946_","RL",-0.712260901054739,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Hip","CompShg","MetalSd","MetalSd","BrkFace",0.452735933365344,"Gd","TA","PConc","Gd","TA","No","Unf",0.838725334243509,"Unf",-0.331643014397708,0.288896206954773,0.682130361844718,"GasA","Ex","Y","SBrkr",0.489618594763739,-0.914952241455898,-0.123746348511058,-0.360102471589867,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"Gd","Attchd",1.06537282055162,"Fin",0.179818961080594,0.236545447710708,"TA","TA","Y",0.595341538510821,-0.176244794931847,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"12","2009","WD","Normal",1.23442072713068,0.234843611616704,0.849551647867348,0.219493524156811,"False","True","True","False","Caro"
"31","1_story_1946_","RL",0.278169354857818,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,8,"1930_1960","1990_","Hip","CompShg","MetalSd","MetalSd","Stone",0.377906635944525,"TA","TA","CBlock","TA","TA","Mn","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.753944735783075,0.030624582563527,"GasA","Gd","Y","SBrkr",-0.245567284759234,-0.914952241455898,-0.123746348511058,-1.11188064113361,-0.794187118669497,3.71234738354721,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",-0.948953991091176,"Unf",-1.32054549543561,-1.14044550253934,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2006","WD","Normal",0.104106739276327,-0.548070946776724,-0.895296736598667,-1.16981768162239,"False","True","False","False","Normal"
"32","2_story_1945_","C (all)",-0.126044154105139,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,"1900_1930","1930_1960","Gambrel","CompShg","BrkFace","BrkFace","None",-0.644760428806657,"TA","Fa","BrkTil","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.480516594215347,-0.964934810495371,"GasA","TA","N","SBrkr",-1.36899739279434,0.670883176142308,-0.123746348511058,-0.377798551677442,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",-2.33133513633623,"Unf",-1.32054549543561,-1.3401617472321,"TA","Fa","N",-0.734893767692323,0.0723249521625241,2.48414745353147,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"7","2008","WD","Normal",-4.89756271021203,-0.800375015869514,-1.47691286475401,0.19533159014326,"False","True","False","True",NA
"33","2_story_1945_","RL",2.02352922977142,"Pave","NA","Reg","Bnk","AllPub","FR2","Gtl","SawyerW","Feedr","Norm","1Fam","2Story",5,7,"1900_1930","1990_","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"Gd","TA","PConc","NA","NA","NA","NA",-1.52212046813172,"NA",-0.331643014397708,-3.1547874191401,-2.54855747249347,"GasA","Ex","Y","SBrkr",0.390492408760642,0.813323483112206,-0.123746348511058,1.04368057916951,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,1.44473444557639,-0.17542048164079,"TA",0.262994066662584,"Mod",0.575826068296276,"TA","Attchd",-3.1212672193334,"Unf",0.179818961080594,0.373193404605751,"TA","TA","P",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2009","WD","Normal",0.84416818051343,-0.713073118792951,-1.47691286475401,-1.16981768162239,"False","False","True","True","Caro"
"34","2_story_1945_","RM",-0.663651186777878,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,5,"1900_1930","1930_1960","Gable","CompShg","Wd Sdng","Wd Shng","None",-0.644760428806657,"TA","TA","PConc","TA","TA","Mn","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.432777979237571,-1.09425992773096,"GasA","TA","N","SBrkr",-1.51493316663223,0.499954807778429,-0.123746348511058,-0.710686150889246,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",-2.33133513633623,"Unf",-1.32054549543561,-1.66075887687047,"Fa","Fa","N",-0.734893767692323,-0.766597944280978,1.90870850768715,-0.135897953653059,-0.276536832131601,0,"NA","GdWo","NA",-0.130244470789518,"7","2009","WD","Normal",-2.68213465483535,-1.13027601482878,-1.47691286475401,-0.342271441658256,"False","True","False","True","Barato"
"35","1_story_1946_","RL",1.53029199489307,"Pave","NA","Reg","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,6,"1960_1990","1960_1990","Gable","Tar&Grv","Plywood","Plywood","BrkFace",0.12223986975673,"TA","TA","CBlock","Gd","TA","Av","ALQ",0.816622093613936,"ALQ",3.24529427439823,-0.10257869737032,2.0022225962684,"GasA","TA","Y","SBrkr",1.88289220914061,-0.914952241455898,-0.123746348511058,0.720465479329314,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-0.412192623711549,"Typ",2.09805933795079,"Gd","Attchd",-0.474994741292872,"Unf",0.179818961080594,0.0841304188662367,"TA","TA","Y",-0.734893767692323,1.01999711295981,2.41838300257784,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2006","WD","Normal",0.272312190356285,1.39302267954559,-0.313680608443329,0.539639149836366,"False","True","True","False","Caro"
"36","2_story_1946_","RL",0.411826995341721,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,6,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","BrkFace",1.47540299811653,"Gd","TA","CBlock","Gd","TA","Av","Unf",0.588531285380665,"Unf",-0.331643014397708,0.189473446315178,-0.57939955534021,"GasA","Gd","Y","SBrkr",0.0793463249175857,1.00086988728924,-0.123746348511058,0.986886303111429,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.393930550004019,"Fin",0.179818961080594,0.367937713955942,"TA","TA","Y",-0.734893767692323,0.53839322796447,-0.343723937474906,9.12427354448743,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"1","2007","WD","Normal",0.883450864755954,0.415182452892191,0.26793551971201,0.521517699326202,"False","True","True","True","Caro"
"37","2_story_1946_","RL",-0.0688984147791376,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"Gd","TA","PConc","Gd","Gd","Mn","Unf",0.622410652484659,"Unf",-0.331643014397708,0.680360592901199,0.845616830802919,"GasA","Ex","Y","SBrkr",0.674103440936171,0.440604679874305,-0.123746348511058,0.953021245683279,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",-0.946407201358236,"NA","Attchd",1.06537282055162,"RFn",1.6801834175968,1.90785507435008,"TA","TA","Y",-0.734893767692323,0.631606883124859,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"8","2006","New","Partial",1.04356261484573,1.05539850827414,0.26793551971201,-0.626174166317483,"False","True","False","True","Caro"
"38","2_story_1946_","RL",0.502390299379761,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"1960_1990","1960_1990","Hip","CompShg","HdBoard","HdBoard","BrkFace",-0.0274187250849066,"TA","TA","PConc","Gd","TA","No","Unf",0.918571702313718,"Unf",-0.331643014397708,0.195244869353296,1.05058494113857,"GasA","Ex","Y","SBrkr",1.0623476694483,0.97712983612759,-0.123746348511058,1.52560852341479,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,1.44473444557639,-0.17542048164079,"Gd",2.28855413778498,"Typ",0.575826068296276,"Ex","Attchd",0.433427154153878,"Unf",0.179818961080594,0.0473405843175712,"TA","TA","Y",0.595341538510821,1.1132107681202,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2008","WD","Normal",1.34083610835114,1.49408420250192,1.43116777602269,0.720853654938,"False","True","True","True","Caro"
"39","1_story_1946_","RL",-0.453278213100396,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",-0.0960122477206566,"TA","TA","CBlock","Gd","TA","No","Unf",0.953715444736785,"Unf",-0.331643014397708,-0.702365141529209,0.56988592047043,"GasA","Gd","Y","SBrkr",0.407013439761158,-0.914952241455898,-0.123746348511058,-0.436611753800564,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",0.472923758303736,"RFn",0.179818961080594,-0.0472618473789973,"TA","TA","Y",0.0410768275928445,0.0257181245823296,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","GdWo","NA",-0.130244470789518,"6","2008","WD","Normal",0.0772214277336373,0.133614392869776,0.849551647867348,-0.185218870570172,"False","True","False","False","Normal"
"40","2_story_1946_","RL",0.765410439177291,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","BrkFace",0.452735933365344,"TA","TA","CBlock","TA","TA","No","Unf",0.614819998956378,"Unf",-0.331643014397708,0.0739356986024582,-0.674563320853193,"GasA","TA","Y","SBrkr",0.109634881751866,0.984251851476085,-0.123746348511058,0.993618314070615,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.262994066662584,"Typ",3.6202926076053,"Fa","Attchd",-0.553987949592589,"Unf",0.179818961080594,-0.0998187538770908,"TA","TA","Y",-0.734893767692323,-0.114102358158254,-0.343723937474906,-0.135897953653059,3.33684435892406,0,"NA","NA","NA",-0.130244470789518,"10","2009","WD","Normal",0.523430675155283,0.371282804278948,0.26793551971201,0.225534007660199,"False","True","True","True","Caro"
"41","2_story_1945_","RL",0.753518642311811,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,6,"1900_1930","1930_1960","Gambrel","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","PConc","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.571948764758385,-0.684323707059653,"GasA","Ex","Y","FuseA",-0.237306769258976,0.898787667294146,-0.123746348511058,0.709500176351375,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",0.938180757036717,"Typ",0.575826068296276,"Gd","Detchd",-1.54140305333906,"Unf",0.179818961080594,0.0788747282164273,"TA","TA","N",-0.734893767692323,-0.766597944280978,1.72785626756465,-0.135897953653059,-0.276536832131601,0,"NA","GdPrv","NA",-0.130244470789518,"7","2007","WD","Normal",0.101200199602094,0.155172160149111,-1.47691286475401,-0.408716760195522,"False","True","True","True","Normal"
"42","1_story_PUD_1946_","RL",-1.98113305320728,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",-0.39532943740393,"Gd","TA","PConc","Gd","TA","Gd","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.858217409855715,0.557685437712356,"GasA","Ex","Y","SBrkr",0.853081276775097,-0.914952241455898,-0.123746348511058,-0.042840355966081,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.946883008102041,"Fin",0.179818961080594,-0.551808149760695,"TA","TA","Y",0.25585440307356,-0.455885760413014,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2006","WD","Normal",0.681429889156157,0.339582978249304,-0.313680608443329,-0.185218870570172,"False","True","True","False","Caro"
"43","1_story_1946_","RL",2.76871374353752,"Pave","NA","IR1","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,7,"1930_1960","1990_","Flat","Membran","Plywood","Plywood","None",-0.644760428806657,"TA","TA","CBlock","Gd","TA","Gd","GLQ",0.372035065615749,"GLQ",4.27160678946438,-0.587157939141062,0.83097625149323,"GasA","Ex","Y","SBrkr",0.597005296267095,-0.914952241455898,-0.123746348511058,-0.263190050804251,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-1.08737931408568,"Mod",2.09805933795079,"TA","Attchd",-0.988450595241035,"Unf",0.179818961080594,-0.346836214418131,"TA","TA","Y",-0.173700747887871,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2008","WD","Normal",1.0670110191074,0.363701168050425,-0.313680608443329,-0.680538517847973,"False","True","True","False","Caro"
"44","1_5 story_fin","RL",1.02126379421959,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Wd Shng","None",-0.644760428806657,"TA","TA","BrkTil","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.503359506405621,-0.899052203601768,"GasA","Ex","Y","SBrkr",-1.29465275329202,0.480962766849109,-0.123746348511058,-0.514914384623408,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",0.591413570753312,"Unf",0.179818961080594,-0.551808149760695,"TA","TA","Y",2.20270920017295,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","Shed",2.96089096928171,"1","2008","WD","Normal",0.211134526917921,-0.84665355378576,-1.47691286475401,1.39134732381405,"False","True","False","True","Normal"
"45","2_story_1946_","RL",-0.312780390205693,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"Gd","Gd","PConc","Gd","Gd","No","Rec",-0.135867991258396,"Rec",1.2446344349022,0.209419005057737,-0.557438686375675,"GasA","Ex","Y","SBrkr",-0.862352442111841,1.21453034774409,-0.123746348511058,0.532838449396939,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",0.512420362453595,"RFn",0.179818961080594,0.120920253414902,"TA","TA","Y",-0.734893767692323,0.647142492318257,-0.343723937474906,-0.135897953653059,2.93535755991788,0,"NA","NA","NA",-0.130244470789518,"11","2009","WD","Normal",0.11518133492585,0.0982953513829812,0.26793551971201,0.394667545755058,"False","True","False","True","Normal"
"46","2_story_1946_","RL",0.102995217748993,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.5003460972568,"Gd","TA","PConc","Ex","TA","Av","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.797807983417457,0.240472886002412,"GasA","Ex","Y","SBrkr",-0.00876584041850095,2.24247456304352,-0.123746348511058,1.72594719895423,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,1.44473444557639,-0.17542048164079,"Gd",1.61336744741085,"Typ",0.575826068296276,"Gd","BuiltIn",0.986379612251899,"RFn",1.6801834175968,1.82376402395313,"TA","TA","Y",0.595341538510821,1.57927904392215,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"10","2007","WD","Normal",1.96943911807322,1.31789511373019,0.26793551971201,0.902068160039635,"False","True","True","True","Caro"
"47","2_story_1946_","RL",0.385940501679084,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",0.477679032505616,"Gd","TA","PConc","Gd","TA","No","Unf",0.932438937926274,"Unf",-0.331643014397708,-0.0294652797019023,0.843176734251304,"GasA","Ex","Y","SBrkr",0.704391997770451,1.03885396914788,-0.123746348511058,1.37306272270203,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,1.44473444557639,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.512420362453595,"RFn",1.6801834175968,1.09322302362963,"TA","TA","Y",0.636911391829669,-0.300529668479032,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2010","WD","Normal",0.355288907947529,1.31693364813622,1.43116777602269,0.207412557150036,"False","True","True","True","Caro"
